snomedctconceptid,snomedctdescriptionid,active,effectivetime,typeid,snomedctterm,cough,dyspnoea,sputum
267036007,659603012,1,31jul2017,Fully specified name,Dyspnea (finding),,1,
267036007,397885013,1,31jul2017,Synonym,Dyspnea,,1,
267036007,397886014,1,31jul2017,Synonym,Dyspnoea,,1,
267036007,397887017,1,31jul2017,Synonym,Breathless,,1,
267036007,397888010,1,31jul2017,Synonym,Breathlessness,,1,
267036007,397890011,1,31jul2017,Synonym,Shortness of breath,,1,
267036007,397889019,1,31jan2002,Synonym,SOB - Shortness of breath,,1,
267256003,2528923010,1,31jul2017,Fully specified name,Fetal distress-affecting care (finding),,1,
267256003,659849018,0,31jan2005,Fully specified name,Fetal distress-affecting care (disorder),,1,
267256003,3010409010,1,31jul2017,Synonym,Foetal distress-affecting care,,1,
267256003,398407010,1,31jul2017,Synonym,Fetal distress-affecting care,,1,
267256003,398408017,1,31jul2017,Synonym,Fetal distress - affecting management,,1,
268927009,2571257017,1,31jul2017,Fully specified name,On examination - type of respiration (finding),,1,
268927009,661725012,0,31jan2006,Fully specified name,On examination - type of respiration (context-dependent category),,1,
268927009,2669415010,1,31jul2017,Synonym,On examination - type of respiration,,1,
268927009,402454016,1,31jan2002,Synonym,O/E - breathing description,,1,
268927009,402455015,1,31jan2002,Synonym,O/E - type of respiration,,1,
271301008,2571128012,1,31jul2017,Fully specified name,On examination - depth of respiration (finding),,1,
271301008,663681017,0,31jan2006,Fully specified name,On examination - depth of respiration (context-dependent category),,1,
271301008,2669393018,1,31jul2017,Synonym,On examination - depth of respiration,,1,
271301008,406027013,1,31jan2002,Synonym,O/E - depth of respiration,,1,
271301008,406028015,1,31jan2002,Synonym,O/E - breathing depth,,1,
271626009,664040019,1,31jul2017,Fully specified name,Depth of respiration (observable entity),,1,
271626009,406481019,1,31jul2017,Synonym,Depth of respiration,,1,
271823003,664274011,1,31jul2017,Fully specified name,Tachypnea (finding),,1,
271823003,1490286012,1,31jul2017,Synonym,Tachypnoeic,,1,
271823003,1490518017,1,31jul2017,Synonym,Tachypneic,,1,
271823003,406796019,1,31jul2017,Synonym,Tachypnea,,1,
271823003,406797011,1,31jul2017,Synonym,Rapid respiration,,1,
271823003,406798018,1,31jul2017,Synonym,Rapid breathing,,1,
271823003,406799014,1,31jul2017,Synonym,Tachypnoea,,1,
271825005,664276013,1,31jul2017,Fully specified name,Respiratory distress (finding),,1,
271825005,406803010,1,31jul2017,Synonym,Respiratory distress,,1,
271825005,406804016,1,31jul2017,Synonym,Distressed breathing,,1,
271826006,664277016,1,31jul2017,Fully specified name,Sputum abnormal - amount (finding),,,1
271826006,406805015,1,31jul2017,Synonym,Sputum abnormal - amount,,,1
271827002,664278014,1,31jul2017,Fully specified name,Sputum abnormal - color (finding),,,1
271827002,406806019,1,31jul2017,Synonym,Sputum abnormal - colour,,,1
271827002,406807011,1,31jul2017,Synonym,Sputum abnormal - color,,,1
271828007,664279018,1,31jul2017,Fully specified name,Sputum abnormal - odor (finding),,,1
271828007,406808018,1,31jul2017,Synonym,Sputum abnormal - odor,,,1
271828007,406809014,1,31jul2017,Synonym,Sputum abnormal - odour,,,1
272039006,2571212014,1,31jul2017,Fully specified name,Complaining of cough (finding),1,,
272039006,664518019,0,31jan2006,Fully specified name,C/O - cough (context-dependent category),1,,
272039006,2669603018,1,31jul2017,Synonym,Complaining of cough,1,,
272039006,407081018,1,31jan2002,Synonym,C/O - cough,1,,
274708000,667494013,1,31jul2017,Fully specified name,Abnormal sputum (finding),,,1
274708000,410550010,1,31jul2017,Synonym,Abnormal sputum,,,1
275718000,668541016,1,31jan2006,Fully specified name,Mucoid sputum - O/E (finding),,,1
275718000,2462560019,0,31jan2006,Fully specified name,Mucoid sputum - O/E (context-dependent category),,,1
275718000,411653012,1,31jan2002,Synonym,Mucoid sputum - O/E,,,1
275719008,668543018,1,31jul2017,Fully specified name,Sputum evidence of infection (finding),,,1
275719008,411654018,1,31jul2017,Synonym,Sputum evidence of infection,,,1
277900008,670991012,1,31jul2017,Fully specified name,Gray sputum (finding),,,1
277900008,2764024014,1,31jul2017,Synonym,Gray sputum,,,1
277900008,414638017,1,31jul2017,Synonym,Grey sputum,,,1
277901007,670992017,1,31jul2017,Fully specified name,Sputum appearance (observable entity),,,1
277901007,1225563014,1,31jul2017,Synonym,Appearance of sputum,,,1
277901007,414639013,1,31jul2017,Synonym,Sputum appearance,,,1
277907006,670999014,1,31jul2017,Fully specified name,Yellow sputum (finding),,,1
277907006,414646016,1,31jul2017,Synonym,Yellow sputum,,,1
277908001,671000013,1,31jul2017,Fully specified name,Green sputum (finding),,,1
277908001,414647013,1,31jul2017,Synonym,Green sputum,,,1
277910004,671002017,1,31jul2017,Fully specified name,Brown sputum (finding),,,1
277910004,414649011,1,31jul2017,Synonym,Brown sputum,,,1
284024000,1472393012,1,31jul2017,Fully specified name,Continuous auscultation monitoring (regime/therapy),,1,
284024000,677858016,0,31jan2003,Fully specified name,Continuous auscultation monitoring (procedure),,1,
284024000,2995247017,1,31jul2017,Synonym,Heart tone monitoring,,1,
284024000,2995578019,1,31jul2017,Synonym,Breath sound monitoring,,1,
284024000,422612019,1,31jul2017,Synonym,Continuous auscultation monitoring,,1,
284523002,678425018,1,31jul2017,Fully specified name,Persistent cough (finding),1,,
284523002,423230012,1,31jul2017,Synonym,Persistent cough,1,,
28743005,759457010,1,31jul2017,Fully specified name,Productive cough (finding),1,,1
28743005,3756603019,1,31jul2019,Synonym,Bronchial cough,1,,1
28743005,3756604013,1,31jul2019,Synonym,Chesty cough,1,,1
28743005,1226058012,1,31jul2017,Synonym,Producing sputum,1,,1
28743005,48123018,1,31jul2017,Synonym,Productive cough,1,,1
28743005,48124012,1,31jul2017,Synonym,Loose cough,1,,1
28743005,48125013,1,31jul2017,Synonym,Moist cough,1,,1
288274003,2528974019,1,31jul2017,Fully specified name,Fetal distress - in labor (finding),,1,
288274003,682590016,0,31jan2005,Fully specified name,Fetal distress - in labor (disorder),,1,
288274003,2793497016,1,31jul2017,Synonym,Foetal distress - in labour,,1,
288274003,427885019,1,31jul2017,Synonym,Fetal distress - in labour,,1,
288274003,427886018,1,31jul2017,Synonym,Fetal distress - in labor,,1,
301282008,697059015,1,31jul2017,Fully specified name,Finding of respiration (finding),,1,
301282008,1226951016,1,31jul2017,Synonym,Observation of respiration,,1,
301282008,442543013,1,31jul2017,Synonym,Observation of breathing,,1,
301282008,442544019,1,31jul2017,Synonym,Finding of respiration,,1,
309155007,705629010,1,31jul2003,Fully specified name,Cheyne-Stokes respiration (finding),,1,
309155007,3035641015,1,31jul2015,Synonym,Cheyne Stokes respiration,,1,
309155007,2957115013,1,31jan2013,Synonym,CSR - Cheyne-Stokes respiration,,1,
309155007,452501012,1,31jan2002,Synonym,Cheyne-Stokes respiration,,1,
309155007,452502017,1,31jan2002,Synonym,Cheyne-stokes breathing,,1,
309155007,452503010,0,31jan2013,Synonym,CSR,,1,
312392005,2571867016,1,31jul2017,Fully specified name,On examination - breath sounds abnormal (finding),,1,
312392005,709063019,0,31jan2006,Fully specified name,On examination - breath sounds abnormal (context-dependent category),,1,
312392005,2670421016,1,31jul2017,Synonym,On examination - breath sounds abnormal,,1,
312392005,456095019,1,31jan2002,Synonym,O/E - breath sounds abnormal,,1,
314635004,711460017,1,31jul2017,Fully specified name,Magnetic resonance cholangiopancreatography (procedure),,1,
314635004,459023015,1,31jul2017,Synonym,Magnetic resonance cholangiopancreatography,,1,
314635004,459024014,1,31jan2002,Synonym,MRCP - Magnetic resonance cholangiopancreatography,,1,
315246003,712114012,1,31jul2017,Fully specified name,Unexplained cough (finding),1,,
315246003,459738011,1,31jul2017,Synonym,Unexplained cough,1,,
33505004,764918010,1,31jul2017,Fully specified name,Malocclusion due to mouth breathing (disorder),,1,
33505004,55910017,1,31jul2017,Synonym,Malocclusion due to mouth breathing,,1,
34681009,766233014,1,31jul2017,Fully specified name,Perinatal respiratory distress (disorder),,1,
34681009,57885016,1,31jul2017,Synonym,Perinatal respiratory distress,,1,
34681009,57886015,0,31jan2002,Synonym,"Perinatal respiratory distress, NOS",,1,
386813002,1460991011,1,31jul2017,Fully specified name,Abnormal breathing (finding),,1,
386813002,1480932012,1,31jul2017,Synonym,Abnormal breathing,,1,
386813002,1491810014,1,31jul2017,Synonym,Breathing abnormal,,1,
386813002,1491811013,1,31jul2017,Synonym,Breathing problem,,1,
386813002,1491812018,1,31jul2017,Synonym,Respiration abnormal,,1,
387301000000102,862361000000115,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at trade and service area (event)",,1,
387301000000102,976541000000110,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at trade and service area (finding)",,1,
387301000000102,817251000000113,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at trade and service area",,1,
387621000000101,837411000000119,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at other specified place (event)",,1,
387621000000101,992931000000115,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at other specified place (finding)",,1,
387621000000101,817271000000116,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at other specified place",,1,
388041000000101,781461000000117,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at school, other institution and public administrative area (event)",,1,
388041000000101,990011000000113,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at school, other institution and public administrative area (finding)",,1,
388041000000101,816981000000113,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at school, other institution and public administrative area",,1,
388131000000109,779291000000117,1,01apr2009,Fully specified name,[X]Other specified threats to breathing (event),,1,
388131000000109,1021241000000110,0,01apr2009,Fully specified name,[X]Other specified threats to breathing (finding),,1,
388131000000109,810901000000118,1,01apr2009,Synonym,[X]Other specified threats to breathing,,1,
390870001,1465048019,1,31jul2017,Fully specified name,Short of breath dressing/undressing (finding),,1,
390870001,1484903015,1,31jul2017,Synonym,Short of breath dressing/undressing,,1,
390871002,1465049010,1,31jul2017,Fully specified name,Breathless - strenuous exertion (finding),,1,
390871002,1484904014,1,31jul2017,Synonym,Breathless - strenuous exertion,,1,
391120009,3701316017,1,31jan2019,Fully specified name,Medical Research Council Dyspnoea scale grade 1 (finding),,1,
391120009,2914918018,0,31jan2019,Fully specified name,Medical Research Council Breathlessness Scale grade 1 (finding),,1,
391120009,2612800019,0,31jan2012,Fully specified name,Medical Research Council (MRC) Breathlessness Scale: grade 1 (finding),,1,
391120009,1465298012,0,31jul2006,Fully specified name,MRC Breathlessness Scale: grade 1 (finding),,1,
391120009,2621393019,1,31jan2019,Synonym,Medical Research Council (MRC) Breathlessness Scale: grade 1,,1,
391120009,2914666010,1,31jan2019,Synonym,Medical Research Council Breathlessness Scale grade 1,,1,
391120009,3701317014,1,31jan2019,Synonym,Medical Research Council Dyspnoea scale grade 1,,1,
391120009,1485144011,1,31jul2003,Synonym,MRC Breathlessness Scale: grade 1,,1,
391123006,3701318016,1,31jan2019,Fully specified name,Medical Research Council Dyspnoea scale grade 2 (finding),,1,
391123006,2913697017,0,31jan2019,Fully specified name,Medical Research Council Breathlessness Scale grade 2 (finding),,1,
391123006,2612801015,0,31jan2012,Fully specified name,Medical Research Council (MRC) Breathlessness Scale: grade 2 (finding),,1,
391123006,1465301011,0,31jul2006,Fully specified name,MRC Breathlessness Scale: grade 2 (finding),,1,
391123006,2621394013,1,31jan2019,Synonym,Medical Research Council (MRC) Breathlessness Scale: grade 2,,1,
391123006,2915083010,1,31jan2019,Synonym,Medical Research Council Breathlessness Scale grade 2,,1,
391123006,3701319012,1,31jan2019,Synonym,Medical Research Council Dyspnoea scale grade 2,,1,
391123006,1485147016,1,31jul2003,Synonym,MRC Breathlessness Scale: grade 2,,1,
391124000,3701320018,1,31jan2019,Fully specified name,Medical Research Council Dyspnoea scale grade 3 (finding),,1,
391124000,2982642014,0,31jan2019,Fully specified name,Medical Research Council Breathlessness Scale: grade 3 (finding),,1,
391124000,2612802010,0,31jan2014,Fully specified name,Medical Research Council (MRC) Breathlessness Scale: grade 3 (finding),,1,
391124000,1465302016,0,31jul2006,Fully specified name,MRC Breathlessness Scale: grade 3 (finding),,1,
391124000,2621395014,1,31jan2019,Synonym,Medical Research Council (MRC) Breathlessness Scale: grade 3,,1,
391124000,2982787016,1,31jan2019,Synonym,Medical Research Council Breathlessness Scale: grade 3,,1,
391124000,3701321019,1,31jan2019,Synonym,Medical Research Council Dyspnoea scale grade 3,,1,
391124000,1485148014,1,31jul2003,Synonym,MRC Breathlessness Scale: grade 3,,1,
391125004,3701322014,1,31jan2019,Fully specified name,Medical Research Council Dyspnoea scale grade 4 (finding),,1,
391125004,2915250010,0,31jan2019,Fully specified name,Medical Research Council Breathlessness Scale grade 4 (finding),,1,
391125004,2612803017,0,31jan2012,Fully specified name,Medical Research Council (MRC) Breathlessness Scale: grade 4 (finding),,1,
391125004,1465303014,0,31jul2006,Fully specified name,MRC Breathlessness Scale: grade 4 (finding),,1,
391125004,2621396010,1,31jan2019,Synonym,Medical Research Council (MRC) Breathlessness Scale: grade 4,,1,
391125004,2913683013,1,31jan2019,Synonym,Medical Research Council Breathlessness Scale grade 4,,1,
391125004,3701323016,1,31jan2019,Synonym,Medical Research Council Dyspnoea scale grade 4,,1,
391125004,1485149018,1,31jul2003,Synonym,MRC Breathlessness Scale: grade 4,,1,
391126003,3701324010,1,31jan2019,Fully specified name,Medical Research Council Dyspnoea scale grade 5 (finding),,1,
391126003,2914604010,0,31jan2019,Fully specified name,Medical Research Council Breathlessness Scale grade 5 (finding),,1,
391126003,2612804011,0,31jan2012,Fully specified name,Medical Research Council (MRC) Breathlessness Scale: grade 5 (finding),,1,
391126003,1465304015,0,31jul2006,Fully specified name,MRC Breathlessness Scale: grade 5 (finding),,1,
391126003,2621397018,1,31jan2019,Synonym,Medical Research Council (MRC) Breathlessness Scale: grade 5,,1,
391126003,2913553013,1,31jan2019,Synonym,Medical Research Council Breathlessness Scale grade 5,,1,
391126003,3701325011,1,31jan2019,Synonym,Medical Research Council Dyspnoea scale grade 5,,1,
391126003,1485150018,1,31jul2003,Synonym,MRC Breathlessness Scale: grade 5,,1,
394941000000107,781431000000110,1,01apr2009,Fully specified name,[X]Unspecified threat to breathing (event),,1,
394941000000107,992951000000110,0,01apr2009,Fully specified name,[X]Unspecified threat to breathing (finding),,1,
394941000000107,817291000000117,1,01apr2009,Synonym,[X]Unspecified threat to breathing,,1,
395111008,1469051015,1,31jul2017,Fully specified name,Substance level in breath (observable entity),,1,
395111008,1488810017,1,31jul2017,Synonym,Substance level in breath,,1,
395141000000108,781471000000112,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at sports and athletics area (event)",,1,
395141000000108,990021000000119,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at sports and athletics area (finding)",,1,
395141000000108,959821000000112,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at sports and athletics area",,1,
395151000000106,862401000000112,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at trade and service area (event)",,1,
395151000000106,990041000000114,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at trade and service area (finding)",,1,
395151000000106,817311000000116,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at trade and service area",,1,
395171000000102,783231000000110,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence on farm (event)",,1,
395171000000102,990061000000110,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence on farm (finding)",,1,
395171000000102,816961000000116,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence on farm",,1,
395981000000103,785301000000111,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at other specified place (event)",,1,
395981000000103,990071000000115,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at other specified place (finding)",,1,
395981000000103,817081000000114,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at other specified place",,1,
401275008,1769197012,1,31jan2006,Fully specified name,Borg Breathlessness Score: 0 none at all (finding),,1,
401275008,1780464016,1,31jan2006,Synonym,Borg Breathlessness Score: 0 none at all,,1,
401279002,1769201012,1,31jan2006,Fully specified name,Borg Breathlessness Score: 1 very slight (finding),,1,
401279002,1780468018,1,31jan2006,Synonym,Borg Breathlessness Score: 1 very slight,,1,
401280004,1769202017,1,31jan2006,Fully specified name,Borg Breathlessness Score: 2 slight (finding),,1,
401280004,1780469014,1,31jan2006,Synonym,Borg Breathlessness Score: 2 slight,,1,
401281000,1769203010,1,31jan2006,Fully specified name,Borg Breathlessness Score: 3 moderate (finding),,1,
401281000,1780470010,1,31jan2006,Synonym,Borg Breathlessness Score: 3 moderate,,1,
401282007,1769204016,1,31jan2006,Fully specified name,Borg Breathlessness Score: 4 somewhat severe (finding),,1,
401282007,1780471014,1,31jan2006,Synonym,Borg Breathlessness Score: 4 somewhat severe,,1,
401284008,1769206019,1,31jan2006,Fully specified name,Borg Breathlessness Score: 5 severe (finding),,1,
401284008,1780473012,1,31jan2006,Synonym,Borg Breathlessness Score: 5 severe,,1,
401286005,1769208018,1,31jan2006,Fully specified name,Borg Breathlessness Score: 6 severe (+) (finding),,1,
401286005,1780475017,1,31jan2006,Synonym,Borg Breathlessness Score: 6 severe (+),,1,
401290007,1769212012,1,31jan2006,Fully specified name,Borg Breathlessness Score: 7 very severe (finding),,1,
401290007,1780479011,1,31jan2006,Synonym,Borg Breathlessness Score: 7 very severe,,1,
401291006,1769213019,1,31jan2006,Fully specified name,Borg Breathlessness Score: 8 very severe (+) (finding),,1,
401291006,1780480014,1,31jan2006,Synonym,Borg Breathlessness Score: 8 very severe (+),,1,
401292004,1769214013,1,31jan2006,Fully specified name,"Borg Breathlessness Score: 9 very, very severe (almost maximal) (finding)",,1,
401292004,1780481013,1,31jan2006,Synonym,"Borg Breathlessness Score: 9 very, very severe (almost maximal)",,1,
401293009,1769215014,1,31jan2006,Fully specified name,Borg Breathlessness Score: 10 maximal (finding),,1,
401293009,1780482018,1,31jan2006,Synonym,Borg Breathlessness Score: 10 maximal,,1,
401323002,1769245012,1,31jan2006,Fully specified name,"Borg Breathlessness Score: 0.5 very, very slight (just noticeable) (finding)",,1,
401323002,1780510017,1,31jan2006,Synonym,"Borg Breathlessness Score: 0.5 very, very slight (just noticeable)",,1,
40617009,777297015,1,31jul2017,Fully specified name,Artificial respiration (procedure),,1,
40617009,492700018,1,31jul2017,Synonym,Mechanical ventilation,,1,
40617009,492701019,1,31jul2017,Synonym,Artificial ventilation,,1,
40617009,492702014,1,31jul2017,Synonym,Mechanically assisted breathing,,1,
40617009,492703016,1,31jul2017,Synonym,"Respiratory assist, mechanical",,1,
40617009,492704010,1,31jul2017,Synonym,Mechanically assisted ventilation,,1,
40617009,67753013,1,31jul2017,Synonym,Artificial respiration,,1,
406491000000106,837401000000116,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at sports and athletics area (event)",,1,
406491000000106,974621000000113,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at sports and athletics area (finding)",,1,
406491000000106,960761000000114,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at sports and athletics area",,1,
406611000000104,857681000000112,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at home (event)",,1,
406611000000104,1026241000000115,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at home (finding)",,1,
406611000000104,812261000000113,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at home",,1,
407588003,2151419014,1,31jul2017,Fully specified name,Unable to complete a sentence in one breath (finding),,1,
407588003,2159189012,1,31jul2017,Synonym,Unable to complete a sentence in one breath,,1,
408121000000102,780371000000114,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at unspecified place (event)",,1,
408121000000102,997491000000112,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at unspecified place (finding)",,1,
408121000000102,952341000000118,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at unspecified place",,1,
427931002,2688847013,1,31jul2017,Fully specified name,White sputum (finding),,,1
427931002,2694247010,1,31jul2017,Synonym,White sputum,,,1
428445000,2691338018,1,31jan2008,Fully specified name,Helicobacter breath test equivocal (finding),,1,
428445000,2692059016,1,31jan2008,Synonym,Helicobacter breath test equivocal,,1,
43516009,780538017,1,31jul2017,Fully specified name,Foul smelling sputum (finding),,,1
43516009,493625011,1,31jul2017,Synonym,Putrid sputum,,,1
43516009,493626012,1,31jul2017,Synonym,Fetid sputum,,,1
43516009,493627015,1,31jul2017,Synonym,Sputum: fetid/offensive,,,1
43516009,493628013,1,31jul2017,Synonym,Foul smelling sputum,,,1
43516009,72573012,1,31jul2017,Synonym,Expectoration of foul smelling sputum,,,1
43516009,72572019,0,31jan2002,Synonym,Expectoration of foul sputum,,,1
436151000000101,781391000000119,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at school, other institution and public administrative area (event)",,1,
436151000000101,974611000000119,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at school, other institution and public administrative area (finding)",,1,
436151000000101,817231000000118,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at school, other institution and public administrative area",,1,
436191000000109,781411000000119,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at industrial and construction area (event)",,1,
436191000000109,976551000000113,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at industrial and construction area (finding)",,1,
436191000000109,939181000000116,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at industrial and construction area",,1,
444642008,2869715014,1,31jul2017,Fully specified name,Measurement of expired nitric oxide (procedure),,1,
444642008,1650971000000111,1,01jun2019,Synonym,Nitric oxide breath test,,1,
444642008,1650981000000113,1,01jun2019,Synonym,Exhaled nitric oxide test,,1,
444642008,2873092014,1,31jul2017,Synonym,Measurement of expired nitric oxide,,1,
447751000000103,781401000000116,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence on street and highway (event)",,1,
447751000000103,976531000000118,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence on street and highway (finding)",,1,
447751000000103,817241000000110,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence on street and highway",,1,
448031000000106,782851000000110,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence in residential institution (event)",,1,
448031000000106,1026251000000117,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence in residential institution (finding)",,1,
448031000000106,811731000000115,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence in residential institution",,1,
448081000000105,781421000000113,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence on farm (event)",,1,
448081000000105,1011851000000118,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence on farm (finding)",,1,
448081000000105,817261000000111,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence on farm",,1,
448661000000109,781491000000111,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at industrial and construction area (event)",,1,
448661000000109,990051000000112,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at industrial and construction area (finding)",,1,
448661000000109,817321000000110,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at industrial and construction area",,1,
460731000000103,862371000000110,1,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at unspecified place (event)",,1,
460731000000103,992941000000112,0,01apr2009,Fully specified name,"[X]Other specified threats to breathing, occurrence at unspecified place (finding)",,1,
460731000000103,817281000000119,1,01apr2009,Synonym,"[X]Other specified threats to breathing, occurrence at unspecified place",,1,
460791000000102,781441000000118,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at home (event)",,1,
460791000000102,989991000000112,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence at home (finding)",,1,
460791000000102,816971000000111,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence at home",,1,
460801000000103,781451000000115,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence in residential institution (event)",,1,
460801000000103,990001000000111,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence in residential institution (finding)",,1,
460801000000103,944871000000112,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence in residential institution",,1,
460961000000105,781481000000114,1,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence on street and highway (event)",,1,
460961000000105,990031000000117,0,01apr2009,Fully specified name,"[X]Unspecified threat to breathing, occurrence on street and highway (finding)",,1,
460961000000105,944881000000114,1,01apr2009,Synonym,"[X]Unspecified threat to breathing, occurrence on street and highway",,1,
46775006,784161015,1,31jul2017,Fully specified name,Respiratory distress syndrome in the newborn (disorder),,1,
46775006,2921051013,1,31jul2017,Synonym,Respiratory distress syndrome in neonate,,1,
46775006,494624018,1,31jul2017,Synonym,Idiopathic respiratory distress syndrome,,1,
46775006,494627013,1,31jul2017,Synonym,Hyaline membrane disease,,1,
46775006,494628015,1,31jul2017,Synonym,Respiratory distress syndrome of newborn,,1,
46775006,77961010,1,31jul2017,Synonym,Respiratory distress syndrome in the newborn,,1,
46775006,77962015,1,31jul2017,Synonym,Pulmonary hypoperfusion syndrome of newborn,,1,
46775006,77963013,1,31jul2017,Synonym,Cardiorespiratory distress syndrome of newborn,,1,
46775006,77964019,1,31jul2017,Synonym,Idiopathic respiratory distress syndrome of newborn,,1,
46775006,77967014,1,31jul2017,Synonym,Congenital alveolar dysplasia,,1,
46775006,77968016,1,31jul2017,Synonym,Wet lung disease of newborn,,1,
46775006,77969012,1,31jul2017,Synonym,Neonatal respiratory distress syndrome,,1,
46775006,494625017,1,31jan2002,Synonym,HMD - Hyaline membrane disease,,1,
46775006,494629011,1,31jan2002,Synonym,IRDS - Idiopathic respiratory distress syndrome,,1,
46775006,494626016,0,30sep2021,Synonym,RDS - Respiratory distress syndrome of newborn,,1,
46775006,77965018,0,30sep2021,Synonym,IRDS of newborn,,1,
46775006,77966017,0,30sep2021,Synonym,RDS of newborn,,1,
46802002,784192018,1,31jul2017,Fully specified name,Smokers' cough (disorder),1,,
46802002,494650019,1,31jul2017,Synonym,Cigarette cough,1,,
46802002,78013015,1,31jul2017,Synonym,Smokers' cough,1,,
473330008,2956672012,1,31jul2017,Fully specified name,Chronic respiratory disease questionnaire dyspnea subscale score (observable entity),,1,
473330008,2956576017,1,31jul2017,Synonym,Chronic respiratory disease questionnaire dyspnea subscale score,,1,
473330008,2956651014,1,31jul2017,Synonym,Chronic respiratory disease questionnaire dyspnoea subscale score,,1,
49727002,787437011,1,31jul2017,Fully specified name,Cough (finding),1,,
49727002,1230769019,1,31jul2017,Synonym,Observation of cough,1,,
49727002,82824016,1,31jul2017,Synonym,Cough,1,,
49727002,1494763010,0,31jul2015,Synonym,Finding of cough,1,,
49727002,1230770018,0,31jan2003,Synonym,Finding of cough (finding),1,,
49727002,82825015,0,31jan2002,Synonym,"Cough, NOS",1,,
55442000,793802016,1,31jul2017,Fully specified name,Paroxysmal nocturnal dyspnea (finding),,1,
55442000,198599018,1,31jul2017,Synonym,Paroxysmal nocturnal dyspnoea,,1,
55442000,92176018,1,31jul2017,Synonym,Paroxysmal nocturnal dyspnea,,1,
55442000,1216744016,1,31jul2003,Synonym,PND - Paroxysmal nocturnal dyspnoea,,1,
55442000,1218234012,1,31jul2003,Synonym,PND - Paroxysmal nocturnal dyspnea,,1,
56018004,794484019,1,31jul2017,Fully specified name,Wheezing (finding),,1,
56018004,497493019,1,31jul2017,Synonym,Wheezy,,1,
56018004,93172014,1,31jul2017,Synonym,Wheezing,,1,
